Case Number,Day,When,What,Duration,Charges,Closed,Casecode
20-219,Friday,8/21/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Tuesday,9/8/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Friday,10/23/2020,APPT,0,FELONY,8/31/2023,APCON
20-219,Monday,10/26/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Friday,10/30/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Monday,11/30/2020,A103,0.25,FELONY,8/31/2023,APCON
20-219,Monday,11/30/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Tuesday,12/1/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Thursday,12/3/2020,CH,0,FELONY,8/31/2023,APCON
20-219,Monday,12/14/2020,CH,0.25,FELONY,8/31/2023,APCON
20-219,Tuesday,1/12/2021,PX,0.5,FELONY,8/31/2023,APCON
20-219,Monday,5/2/2022,A106,0.25,FELONY,8/31/2023,APCON
20-219,Friday,7/7/2023,CH,0,FELONY,8/31/2023,APCON
20-219,Tuesday,7/11/2023,CH,0.25,FELONY,8/31/2023,APCON
20-219,Friday,7/28/2023,JV,0.25,FELONY,8/31/2023,APCON
20-219,Monday,7/31/2023,CH,0.25,FELONY,8/31/2023,APCON
20-219,Tuesday,8/1/2023,JV,0.25,FELONY,8/31/2023,APCON
20-219,Tuesday,8/1/2023,CH,0.25,FELONY,8/31/2023,APCON
20-219,Thursday,8/24/2023,CH,0.25,FELONY,8/31/2023,APCON
20-219,Thursday,8/31/2023,CH,0.25,FELONY,8/31/2023,APCON
20-220,Wednesday,8/19/2020,CH,0,FELONY,12/31/2020,APCON
20-220,Thursday,10/22/2020,CH,0,FELONY,12/31/2020,APCON
20-220,Tuesday,10/27/2020,CH,0,FELONY,12/31/2020,APCON
20-220,Thursday,11/19/2020,CH,0,FELONY,12/31/2020,APCON
20-221,Friday,8/21/2020,CH,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,8/26/2020,A111,0.25,FELONY,3/23/2021,APCON
20-221,Wednesday,8/26/2020,A106,1,FELONY,3/23/2021,APCON
20-221,Wednesday,8/26/2020,JV,0.75,FELONY,3/23/2021,APCON
20-221,Friday,8/28/2020,A111,1.5,FELONY,3/23/2021,APCON
20-221,Tuesday,9/1/2020,JV,0.5,FELONY,3/23/2021,APCON
20-221,Tuesday,9/1/2020,A108,0.25,FELONY,3/23/2021,APCON
20-221,Wednesday,9/2/2020,A111,1.25,FELONY,3/23/2021,APCON
20-221,Thursday,9/3/2020,A108,0.25,FELONY,3/23/2021,APCON
20-221,Monday,9/14/2020,CH,0.5,FELONY,3/23/2021,APCON
20-221,Thursday,10/8/2020,JV,0.5,FELONY,3/23/2021,APCON
20-221,Friday,10/16/2020,CH,0.5,FELONY,3/23/2021,APCON
20-221,Monday,10/19/2020,PX,0,FELONY,3/23/2021,APCON
20-221,Thursday,10/22/2020,A111,1.25,FELONY,3/23/2021,APCON
20-221,Friday,10/23/2020,JV,1,FELONY,3/23/2021,APCON
20-221,Friday,10/23/2020,A112,0.5,FELONY,3/23/2021,APCON
20-221,Monday,10/26/2020,CH,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,11/4/2020,JV,0.5,FELONY,3/23/2021,APCON
20-221,Thursday,11/5/2020,CH,0.25,FELONY,3/23/2021,APCON
20-221,Friday,11/13/2020,JV,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,11/18/2020,CH,0,FELONY,3/23/2021,APCON
20-221,Tuesday,12/1/2020,CH,0.5,FELONY,3/23/2021,APCON
20-221,Tuesday,12/8/2020,JV,1,FELONY,3/23/2021,APCON
20-221,Tuesday,12/15/2020,A101,0.5,FELONY,3/23/2021,APCON
20-221,Tuesday,12/15/2020,A112,0.25,FELONY,3/23/2021,APCON
20-221,Wednesday,12/16/2020,JV,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,12/16/2020,A112,0.25,FELONY,3/23/2021,APCON
20-221,Wednesday,12/16/2020,CH,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,1/6/2021,CH,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,1/27/2021,CH,0.25,FELONY,3/23/2021,APCON
20-221,Wednesday,2/10/2021,JV,1,FELONY,3/23/2021,APCON
20-221,Thursday,2/11/2021,CH,0.5,FELONY,3/23/2021,APCON
20-221,Wednesday,2/24/2021,CH,0.5,FELONY,3/23/2021,APCON
20-221,Tuesday,3/23/2021,CH,0.5,FELONY,3/23/2021,APCON
20-222,Monday,8/24/2020,CH,0,MISDO,8/24/2020,APCON
20-222,Monday,8/24/2020,CH,0,MISDO,8/24/2020,APCON
20-224,Thursday,8/27/2020,1ST.MEET,0.75,,00/00/0000,CRI
20-224,Friday,8/28/2020,A108,0.5,,00/00/0000,CRI
20-224,Monday,8/31/2020,A106,0.25,,00/00/0000,CRI
20-224,Monday,8/31/2020,A103,1,,00/00/0000,CRI
20-224,Thursday,9/3/2020,A106,0.25,,00/00/0000,CRI
20-224,Thursday,9/10/2020,A101,0.5,,00/00/0000,CRI
20-224,Thursday,9/17/2020,A114,0.25,,00/00/0000,CRI
20-224,Thursday,9/17/2020,APPT,1,,00/00/0000,CRI
20-224,Wednesday,9/23/2020,A103,1,,00/00/0000,CRI
20-224,Monday,9/28/2020,A106,0.25,,00/00/0000,CRI
20-224,Thursday,10/1/2020,A112,0.5,,00/00/0000,CRI
20-224,Thursday,10/1/2020,A106,0.25,,00/00/0000,CRI
20-224,Friday,10/2/2020,A107,0.25,,00/00/0000,CRI
20-224,Friday,10/2/2020,A106,0.25,,00/00/0000,CRI
20-224,Friday,10/2/2020,CH,0,,00/00/0000,CRI
20-225,Tuesday,8/25/2020,CH,0,MISDO,2/22/2021,APCON
20-225,Monday,11/2/2020,CH,0.25,MISDO,2/22/2021,APCON
20-225,Monday,11/30/2020,CH,0.25,MISDO,2/22/2021,APCON
20-225,Monday,12/28/2020,CH,0.25,MISDO,2/22/2021,APCON
20-225,Monday,1/4/2021,CH,0.25,MISDO,2/22/2021,APCON
20-225,Wednesday,1/20/2021,A106,0.25,MISDO,2/22/2021,APCON
20-225,Friday,1/22/2021,CH,0.25,MISDO,2/22/2021,APCON
20-225,Monday,2/8/2021,CH,0.25,MISDO,2/22/2021,APCON
20-225,Friday,2/19/2021,A106,0.25,MISDO,2/22/2021,APCON
20-225,Monday,2/22/2021,CH,0.25,MISDO,2/22/2021,APCON
20-226,Tuesday,9/15/2020,CH,0.5,MISDO,11/2/2020,APCON
20-226,Wednesday,10/21/2020,CH,0.5,MISDO,11/2/2020,APCON
20-226,Monday,11/2/2020,CH,0.5,MISDO,11/2/2020,APCON
20-227,Tuesday,10/13/2020,CH,0.5,PRCS,11/1/2020,APCON
20-227,Wednesday,10/14/2020,CH,0.5,PRCS,11/1/2020,APCON
20-228,Tuesday,9/8/2020,CH,0.5,MISDO,3/30/2021,APCON
20-228,Tuesday,10/20/2020,CH,0.5,MISDO,3/30/2021,APCON
20-228,Monday,11/30/2020,CH,0.5,MISDO,3/30/2021,APCON
20-228,Monday,12/14/2020,CH,0.5,MISDO,3/30/2021,APCON
20-228,Tuesday,1/5/2021,CH,0.5,MISDO,3/30/2021,APCON
20-228,Monday,1/11/2021,CH,0.25,MISDO,3/30/2021,APCON
20-228,Friday,2/19/2021,A106,0.25,MISDO,3/30/2021,APCON
20-228,Tuesday,2/23/2021,CH,0.5,MISDO,3/30/2021,APCON
20-228,Friday,2/26/2021,A106,0.25,MISDO,3/30/2021,APCON
20-228,Tuesday,3/30/2021,CH,0.5,MISDO,3/30/2021,APCON
20-228,Friday,8/11/2023,NOTE,0,MISDO,3/30/2021,APCON
20-229,Friday,9/18/2020,A106,0.25,MISDO,12/7/2020,APCON
20-229,Tuesday,10/27/2020,CH,0.25,MISDO,12/7/2020,APCON
20-229,Thursday,12/3/2020,A106,0.25,MISDO,12/7/2020,APCON
20-229,Monday,12/7/2020,CH,0.5,MISDO,12/7/2020,APCON
22-109,Wednesday,9/9/2020,CH,0.5,PV,8/11/2022,APCON
22-109,Tuesday,9/29/2020,CH,0.5,PV,8/11/2022,APCON
22-109,Wednesday,11/4/2020,CH,0.5,PV,8/11/2022,APCON
22-109,Monday,11/30/2020,A112,0.25,PV,8/11/2022,APCON
22-109,Tuesday,12/1/2020,A106,0.25,PV,8/11/2022,APCON
22-109,Tuesday,12/1/2020,CH,0.25,PV,8/11/2022,APCON
22-109,Tuesday,1/12/2021,CH,0.5,PV,8/11/2022,APCON
22-109,Tuesday,1/26/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Monday,2/22/2021,A106,0.25,PV,8/11/2022,APCON
22-109,Tuesday,2/23/2021,A103,0.5,PV,8/11/2022,APCON
22-109,Thursday,2/25/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Monday,4/12/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Monday,4/19/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Monday,5/3/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Monday,6/14/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Friday,9/24/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Monday,10/18/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Friday,10/22/2021,A103,0.25,PV,8/11/2022,APCON
22-109,Friday,10/22/2021,CH,0.25,PV,8/11/2022,APCON
22-109,Friday,1/14/2022,CH,0.25,PV,8/11/2022,APCON
22-109,Wednesday,5/11/2022,CH,0.25,PV,8/11/2022,APCON
22-109,Thursday,5/12/2022,CH,0.5,PV,8/11/2022,APCON
22-109,Friday,5/27/2022,CH,0.25,PV,8/11/2022,APCON
22-109,Tuesday,5/31/2022,CH,0.25,PV,8/11/2022,APCON
22-109,Wednesday,7/27/2022,CH,0.25,PV,8/11/2022,APCON
20-231,Monday,9/14/2020,A108,0.5,MISDO,11/29/2021,APCON
20-231,Monday,9/14/2020,A106,0.25,MISDO,11/29/2021,APCON
20-231,Wednesday,9/16/2020,CH,0.25,MISDO,11/29/2021,APCON
20-231,Tuesday,10/20/2020,CH,0.5,MISDO,11/29/2021,APCON
20-231,Friday,11/6/2020,APPT,1,MISDO,11/29/2021,APCON
20-231,Monday,11/9/2020,A106,0.5,MISDO,11/29/2021,APCON
20-231,Tuesday,12/15/2020,CH,0.5,MISDO,11/29/2021,APCON
20-231,Friday,12/18/2020,CH,0.5,MISDO,11/29/2021,APCON
20-231,Wednesday,12/23/2020,CH,0.5,MISDO,11/29/2021,APCON
20-231,Tuesday,11/2/2021,CH,0.5,MISDO,11/29/2021,APCON
20-231,Monday,11/29/2021,CH,0.5,MISDO,11/29/2021,APCON
20-231,Friday,3/18/2022,CH,0.5,MISDO,11/29/2021,APCON
20-232,Friday,9/11/2020,CH,0.5,MISDO,12/31/2020,APCON
20-232,Monday,9/14/2020,CH,0.25,MISDO,12/31/2020,APCON
20-232,Wednesday,10/21/2020,JV,0.5,MISDO,12/31/2020,APCON
20-232,Wednesday,10/21/2020,APPT,0.25,MISDO,12/31/2020,APCON
20-232,Thursday,10/22/2020,CH,0.5,MISDO,12/31/2020,APCON
20-233,Friday,9/11/2020,CH,0.25,MISDO,11/9/2020,APCON
20-233,Tuesday,10/20/2020,CH,0.25,MISDO,11/9/2020,APCON
20-233,Monday,11/9/2020,CH,0.25,MISDO,11/9/2020,APCON
20-234,Friday,10/2/2020,A106,0.25,MISDO,5/3/2021,APCON
20-234,Tuesday,10/27/2020,CH,0.5,MISDO,5/3/2021,APCON
20-234,Monday,11/30/2020,CH,0.25,MISDO,5/3/2021,APCON
20-234,Monday,11/30/2020,CH,0.5,MISDO,5/3/2021,APCON
20-234,Monday,11/30/2020,CH,0.5,MISDO,5/3/2021,APCON
20-234,Wednesday,12/2/2020,CH,0.25,MISDO,5/3/2021,APCON
20-234,Monday,1/11/2021,CH,0,MISDO,5/3/2021,APCON
20-234,Monday,2/1/2021,CH,0.25,MISDO,5/3/2021,APCON
20-234,Monday,3/8/2021,CH,0.25,MISDO,5/3/2021,APCON
20-234,Wednesday,4/28/2021,APPT,0.5,MISDO,5/3/2021,APCON
20-234,Monday,5/3/2021,CH,0.5,MISDO,5/3/2021,APCON
20-235,Tuesday,9/15/2020,CH,0.25,FELONY,5/18/2021,APCON
20-235,Thursday,9/17/2020,CH,0.25,FELONY,5/18/2021,APCON
20-235,Monday,10/19/2020,CH,0.25,FELONY,5/18/2021,APCON
20-235,Monday,11/2/2020,CH,0.25,FELONY,5/18/2021,APCON
20-235,Monday,12/7/2020,CH,0.25,FELONY,5/18/2021,APCON
20-235,Monday,1/11/2021,CH,0.25,FELONY,5/18/2021,APCON
20-235,Monday,1/25/2021,CH,0.25,FELONY,5/18/2021,APCON
20-235,Monday,3/1/2021,CH,0.5,FELONY,5/18/2021,APCON
20-235,Thursday,4/15/2021,CH,0.5,FELONY,5/18/2021,APCON
20-235,Thursday,4/15/2021,CH,0.25,FELONY,5/18/2021,APCON
20-235,Tuesday,5/18/2021,CH,0,FELONY,5/18/2021,APCON
20-235,Tuesday,7/6/2021,A106,0.5,FELONY,5/18/2021,APCON
20-235,Tuesday,7/13/2021,CH,0.5,FELONY,5/18/2021,APCON
20-236,Tuesday,9/15/2020,CH,0.25,PV,5/18/2021,APCON
20-236,Thursday,9/17/2020,CH,0.25,PV,5/18/2021,APCON
20-236,Monday,10/19/2020,CH,0,PV,5/18/2021,APCON
20-236,Monday,11/2/2020,CH,0.25,PV,5/18/2021,APCON
20-236,Monday,12/7/2020,CH,0.25,PV,5/18/2021,APCON
20-236,Monday,1/11/2021,CH,0,PV,5/18/2021,APCON
20-236,Monday,1/25/2021,CH,0,PV,5/18/2021,APCON
20-236,Monday,3/1/2021,CH,0.25,PV,5/18/2021,APCON
20-236,Thursday,4/15/2021,CH,0.25,PV,5/18/2021,APCON
20-236,Tuesday,5/18/2021,CH,0.25,PV,5/18/2021,APCON
20-237,Thursday,12/10/2020,A104,1,JUVENILE,7/30/2021,APJVSQ
20-237,Thursday,12/10/2020,A108,0.25,JUVENILE,7/30/2021,APJVSQ
20-237,Thursday,12/10/2020,A108,0.5,JUVENILE,7/30/2021,APJVSQ
20-237,Friday,12/11/2020,CH,0.5,JUVENILE,7/30/2021,APJVSQ
20-237,Friday,6/18/2021,CH,0.5,JUVENILE,7/30/2021,APJVSQ
20-237,Friday,7/2/2021,A104,1,JUVENILE,7/30/2021,APJVSQ
20-237,Friday,7/2/2021,CH,1.5,JUVENILE,7/30/2021,APJVSQ
20-237,Friday,7/30/2021,CH,0.75,JUVENILE,7/30/2021,APJVSQ
20-238,Tuesday,11/3/2020,CH,0.25,MISDO,00/00/0000,APCON
20-238,Monday,12/14/2020,CH,0.5,MISDO,00/00/0000,APCON
20-238,Tuesday,9/5/2023,CH,0.5,MISDO,00/00/0000,APCON
20-238,Friday,12/22/2023,CH,0.5,MISDO,00/00/0000,APCON
20-238,Tuesday,12/3/2024,CH,0.5,MISDO,00/00/0000,APCON
20-239,Tuesday,10/6/2020,CH,0.5,PV,6/23/2021,APCON
20-239,Tuesday,3/16/2021,CH,0.5,PV,6/23/2021,APCON
20-240,Thursday,9/17/2020,CH,0.5,FELONY,10/29/2020,APCON
20-240,Friday,9/18/2020,A108,0.25,FELONY,10/29/2020,APCON
20-240,Friday,9/18/2020,A106,0.5,FELONY,10/29/2020,APCON
20-240,Thursday,10/15/2020,CH,0.5,FELONY,10/29/2020,APCON
20-240,Friday,10/16/2020,A106,0.5,FELONY,10/29/2020,APCON
20-240,Thursday,10/29/2020,CH,0.5,FELONY,10/29/2020,APCON
20-241,Tuesday,9/22/2020,CH,0.5,FELONY,2/16/2021,APCON
20-241,Wednesday,9/23/2020,CH,0.25,FELONY,2/16/2021,APCON
20-241,Friday,10/9/2020,A106,0.25,FELONY,2/16/2021,APCON
20-241,Wednesday,10/14/2020,A106,0.25,FELONY,2/16/2021,APCON
20-241,Wednesday,10/28/2020,CH,0.5,FELONY,2/16/2021,APCON
20-241,Saturday,1/2/2021,A106,0.25,FELONY,2/16/2021,APCON
20-241,Tuesday,2/2/2021,CH,0.25,FELONY,2/16/2021,APCON
20-241,Tuesday,2/9/2021,CH,1,FELONY,2/16/2021,APCON
20-241,Wednesday,2/10/2021,APPT,0.5,FELONY,2/16/2021,APCON
20-241,Wednesday,2/10/2021,CH,0.5,FELONY,2/16/2021,APCON
20-241,Tuesday,2/16/2021,CH,0.5,FELONY,2/16/2021,APCON
20-242,Wednesday,9/23/2020,1ST.MEET,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Thursday,9/24/2020,A103,0.75,OTHER,00/00/0000,CRI-DUI
20-242,Thursday,10/8/2020,A104,1,OTHER,00/00/0000,CRI-DUI
20-242,Tuesday,10/13/2020,A107,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Tuesday,10/13/2020,A106,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Thursday,10/22/2020,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Friday,10/23/2020,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Tuesday,11/3/2020,A111,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,11/30/2020,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,12/14/2020,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,1/11/2021,CH,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Monday,1/25/2021,A103,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,2/1/2021,CH,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Monday,2/8/2021,A106,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,3/8/2021,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Tuesday,3/16/2021,APPT,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,4/5/2021,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Wednesday,4/21/2021,DMV,1,OTHER,00/00/0000,CRI-DUI
20-242,Monday,5/10/2021,CH,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Monday,6/7/2021,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Tuesday,6/15/2021,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,7/19/2021,CH,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Monday,8/23/2021,A106,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Tuesday,8/24/2021,APPT,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Monday,8/30/2021,CH,0.25,OTHER,00/00/0000,CRI-DUI
20-242,Wednesday,9/1/2021,A106,0.5,OTHER,00/00/0000,CRI-DUI
20-242,Friday,9/3/2021,A106,0.25,OTHER,00/00/0000,CRI-DUI
20-243,Friday,9/25/2020,CH,0.25,FELONY,11/18/2020,APCON
20-243,Monday,10/5/2020,JV,0.5,FELONY,11/18/2020,APCON
20-243,Monday,10/5/2020,CH,0.25,FELONY,11/18/2020,APCON
20-243,Friday,10/9/2020,CH,0.25,FELONY,11/18/2020,APCON
20-243,Tuesday,10/13/2020,CH,2.75,FELONY,11/18/2020,APCON
20-243,Tuesday,10/13/2020,A101,0.75,FELONY,11/18/2020,APCON
20-243,Thursday,10/22/2020,CH,0.25,FELONY,11/18/2020,APCON
20-243,Wednesday,11/18/2020,CH,0.25,FELONY,11/18/2020,APCON
20-244,Friday,9/11/2020,CH,0,FELONY,12/10/2021,APCON
20-244,Thursday,9/24/2020,CH,0,FELONY,12/10/2021,APCON
20-244,Monday,10/26/2020,A101,0.25,FELONY,12/10/2021,APCON
20-244,Tuesday,10/27/2020,A104,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,10/28/2020,CH,0.25,FELONY,12/10/2021,APCON
20-244,Thursday,11/19/2020,CH,0.25,FELONY,12/10/2021,APCON
20-244,Friday,11/20/2020,CH,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,12/23/2020,JV,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,2/10/2021,JV,0.5,FELONY,12/10/2021,APCON
20-244,Friday,2/12/2021,A111,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,2/17/2021,JV,0.5,FELONY,12/10/2021,APCON
20-244,Wednesday,2/17/2021,A112,0.25,FELONY,12/10/2021,APCON
20-244,Thursday,2/18/2021,A103,0.5,FELONY,12/10/2021,APCON
20-244,Thursday,2/18/2021,A101,0.5,FELONY,12/10/2021,APCON
20-244,Friday,2/19/2021,A103,0.5,FELONY,12/10/2021,APCON
20-244,Friday,2/19/2021,A101,0.25,FELONY,12/10/2021,APCON
20-244,Thursday,3/11/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,4/21/2021,JV,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,4/21/2021,A108,0.25,FELONY,12/10/2021,APCON
20-244,Monday,4/26/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Monday,5/24/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,6/23/2021,A104,0.5,FELONY,12/10/2021,APCON
20-244,Tuesday,6/29/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Tuesday,7/13/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Tuesday,10/12/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Tuesday,10/26/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,10/27/2021,A108,0.25,FELONY,12/10/2021,APCON
20-244,Wednesday,10/27/2021,A108,0.25,FELONY,12/10/2021,APCON
20-244,Thursday,11/4/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Friday,11/19/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Thursday,12/9/2021,CH,0.25,FELONY,12/10/2021,APCON
20-244,Friday,12/10/2021,CH,0.25,FELONY,12/10/2021,APCON
20-245,Thursday,9/24/2020,CH,0,FELONY,7/12/2021,APCON
20-245,Monday,10/5/2020,JV,0.5,FELONY,7/12/2021,APCON
20-245,Monday,10/5/2020,CH,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,10/6/2020,CH,0.5,FELONY,7/12/2021,APCON
20-245,Wednesday,10/7/2020,CH,0.5,FELONY,7/12/2021,APCON
20-245,Monday,10/26/2020,CH,0.5,FELONY,7/12/2021,APCON
20-245,Friday,2/5/2021,CH,0,FELONY,7/12/2021,APCON
20-245,Tuesday,2/9/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,2/16/2021,JV,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,2/16/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Thursday,2/18/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Monday,3/1/2021,CH,0.25,FELONY,7/12/2021,APCON
20-245,Tuesday,3/2/2021,CH,2.25,FELONY,7/12/2021,APCON
20-245,Wednesday,3/10/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,3/16/2021,A111,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,3/16/2021,A111,0.25,FELONY,7/12/2021,APCON
20-245,Wednesday,3/17/2021,JV,1,FELONY,7/12/2021,APCON
20-245,Wednesday,3/24/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Friday,3/26/2021,A103,2,FELONY,7/12/2021,APCON
20-245,Friday,3/26/2021,A111,0.5,FELONY,7/12/2021,APCON
20-245,Thursday,4/1/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Friday,4/2/2021,JV,1,FELONY,7/12/2021,APCON
20-245,Wednesday,4/7/2021,A101,0.5,FELONY,7/12/2021,APCON
20-245,Wednesday,4/7/2021,CH,0.75,FELONY,7/12/2021,APCON
20-245,Wednesday,4/14/2021,CH,0.25,FELONY,7/12/2021,APCON
20-245,Friday,4/16/2021,JV,0.5,FELONY,7/12/2021,APCON
20-245,Wednesday,4/21/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Wednesday,4/21/2021,A101,0.5,FELONY,7/12/2021,APCON
20-245,Friday,4/23/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,4/27/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,5/18/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Wednesday,6/2/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Monday,6/7/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Tuesday,6/8/2021,A101,0.75,FELONY,7/12/2021,APCON
20-245,Wednesday,6/9/2021,JV,1,FELONY,7/12/2021,APCON
20-245,Wednesday,6/9/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Monday,6/28/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Thursday,7/8/2021,CH,0.5,FELONY,7/12/2021,APCON
20-245,Monday,7/12/2021,CH,0.5,FELONY,7/12/2021,APCON
20-246,Friday,9/25/2020,CH,0.25,PV,11/18/2020,APCON
20-246,Monday,10/5/2020,JV,0.5,PV,11/18/2020,APCON
20-246,Monday,10/5/2020,CH,0.25,PV,11/18/2020,APCON
20-246,Friday,10/9/2020,CH,0.25,PV,11/18/2020,APCON
20-246,Thursday,10/22/2020,CH,0.25,PV,11/18/2020,APCON
20-246,Wednesday,11/18/2020,CH,0.25,PV,11/18/2020,APCON
20-248,Wednesday,10/14/2020,A106,0.25,FELONY,1/6/2022,APCON
20-248,Tuesday,11/3/2020,CH,0.25,FELONY,1/6/2022,APCON
20-248,Tuesday,11/17/2020,CH,0.25,FELONY,1/6/2022,APCON
20-248,Tuesday,12/15/2020,CH,0.5,FELONY,1/6/2022,APCON
20-248,Monday,1/25/2021,CH,0.25,FELONY,1/6/2022,APCON
20-248,Monday,2/22/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Monday,2/22/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Thursday,2/25/2021,A106,0.5,FELONY,1/6/2022,APCON
20-248,Monday,3/15/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Monday,4/19/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Monday,5/17/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Monday,5/17/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Wednesday,5/19/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Monday,6/7/2021,A106,0.5,FELONY,1/6/2022,APCON
20-248,Monday,6/7/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Friday,6/18/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Tuesday,6/22/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Tuesday,6/22/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Thursday,6/24/2021,A108,0.25,FELONY,1/6/2022,APCON
20-248,Thursday,6/24/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Monday,8/2/2021,A108,0.25,FELONY,1/6/2022,APCON
20-248,Monday,8/23/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Monday,9/20/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Wednesday,9/22/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Wednesday,9/22/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Wednesday,9/22/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Wednesday,9/22/2021,A104,0.5,FELONY,1/6/2022,APCON
20-248,Friday,9/24/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Monday,11/1/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Tuesday,11/2/2021,CH,0.5,FELONY,1/6/2022,APCON
20-248,Wednesday,11/3/2021,A106,0.25,FELONY,1/6/2022,APCON
20-248,Thursday,11/4/2021,CH,0.25,FELONY,1/6/2022,APCON
